achtgesichterambiwasse_0483|er lag auf der Altane eines Hauses, das er gut kannte, aber in dem er lange nicht gewesen war;
serapionsbruederauswahl_1470|er schrieb alles ihrer Kränklichkeit zu, sowie dem Hange zu düstrer Schwärmerei, da sie, wie er von seinen Leuten erfahren,
achtgesichterambiwasse_0115|Zugleich fiel ihr ein, daß der Befehl «Antworte!» sich wahrscheinlich auf den Brief des Prinzen bezogen habe. Aber es war nicht mehr zurückzunehmen.
serapionsbruederauswahl_1051|sondern unaufhörlich in den Teufen wühlte, so konnte es nicht fehlen, daß bald von ihm die Sage ging,
achtgesichterambiwasse_1136|Darum muß das Mädchen, das ich liebe, aus Amazu sein und mir Glück bringen, weil ich dort mein größtes Unglück hatte.»
meisterfloh_0221|mietweise abtrat. Dieser Mann schien ebenso menschenscheu wie Peregrinus. Grund genug, warum sich beide,
achtgesichterambiwasse_1284|«Ist Amagata hier?» «Amagatas Sohn war hier», antwortete die Stimme,
achtgesichterambiwasse_1907|Ihr kreiselnder Tanz im Wind ist im Wintertag das einzige Leben am See, dessen Spiegel blind ist, auf dem sich kein Segel zeigt,
meisterfloh_1263|wohl in einfältiger Gutmütigkeit meinem Interesse manches Opfer zu bringen, wofür er keinen andern Dank ernten wird,
achtgesichterambiwasse_1677|und als schlügen sie laut an den Himmel, während der König die Königin umschlungen hielt. Gegen Morgen wurde das Meer still.
meisterfloh_0574|(so schwerfällig und trunken war er) die Diener nicht hatten hinunterschaffen können in den Palast,
achtgesichterambiwasse_0396|Aber sie konnte sich nicht mehr des Gesichts ihres toten Geliebten erinnern, nicht mehr seine Stimme erinnernd zurückrufen.
meisterfloh_1573|Sogleich stürzte er aber auch wieder heraus, schrie: »Sie ist fort – fort!« und eilte mit Blitzesschnelle aus dem Hause
achtgesichterambiwasse_2291|um Geldverdienen und Staatsgeschäfte, kann deshalb schon am Tag ihrer Hochzeit ins Nirwana eingehen,
meisterfloh_2576|Gedanken erkannte, daß alles wahr, was er gesprochen. Übermannt von den seltsamsten widersprechendsten Gefühlen,
meisterfloh_1479|lieben Herrn Tyß wiederzusehen? Sie machen sich rar, bester Freund, und alles schmachtet doch nach Ihnen. Lassen Sie uns irgendwo
serapionsbruederauswahl_0905|die, als Pehrson Dahlsjö hinaustrat, wie aufs neue angefacht, durch den ganzen Kreis aufloderte,
meisterfloh_1364|Knarrpanti kam nicht im mindesten aus der Fassung, sondern versicherte mit einer gewissen widerlichen Anmaßung,
achtgesichterambiwasse_2315|Als Ilse und Okuro die erste Landstation, die lange, weiße Molenmauer von Port Said,
achtgesichterambiwasse_0216|Aber wenn meine Herrin des Prinzen Angesicht sieht, wird ihre Trauer zur Freude werden und doppelt glänzen,
meisterfloh_1541|»ereifern Sie sich doch nur nicht, bester Herr Tyß, ich bin ein unschuldiger Mann, der nichts will als alles Gute.
serapionsbruederauswahl_0189|wie sehr der arme Mensch geneigt ist, sich das letzte Restchen Freiheit zu verdämmen
serapionsbruederauswahl_0827|als wenn die dunklen Wolken, die eben heraufzogen an dem heitern Himmel, sich hinabsenken würden
meisterfloh_2389|und herein trat Dörtje Elverdink, schön und anmutig wie ein Engelskind,
meisterfloh_1463|so sprach Meister Floh, »glaubt mir, Herr Peregrinus,
serapionsbruederauswahl_1222|die nach der Sitte des Landes als Brautmädchen der Braut voranziehen sollten, lachten und scherzten um Ulla her.
meisterfloh_2592|»in der Tat, ich weiß nicht, ob ich, so sehr es mir verderblich scheint, Euch doch nicht gerade raten sollte,
meisterfloh_0670|wenn Ihr glauben solltet, daß die Prinzessin Gamaheh völlig so gestaltet war, als es jetzt Dörtje Elverdink ist,
serapionsbruederauswahl_1107|als ginge ein blendendes Licht durch den ganzen Schacht, und seine Wände wurden durchsichtig wie der reinste Kristall.
meisterfloh_1932|Peregrinus Tyß nicht anders begeben, als daß er von seinem Hause auf dem Roßmarkt aus
serapionsbruederauswahl_0188|Was Lothar ohne eigentlichen Anlaß über das Unwesen der Klubs und Ressourcen gesagt hat, mag richtig sein und beweisen,
achtgesichterambiwasse_2426|Und so wahr mein Haar nie mehr dunkel wird, so wahr glaube ich, daß Ilse für ihr Herz keinen besseren Mann finden konnte als Okuro.
meisterfloh_0347|wenn ich nur in aller Welt wüßte, wem ich die Ehre hätte« – »Schalkischer Mann,« unterbrach ihn die Dame, indem sie ihm leise die Wange klopfte,
serapionsbruederauswahl_1689|fühlte er keineswegs um Mitternacht die Schlafsucht, die ihn sonst überfallen. Demunerachtet sank er zurück in die Kissen
meisterfloh_2438|und laß mich sterben.« Peregrinus bückte sich hinab; als aber sein Mund den Mund der Kleinen berührte,
meisterfloh_2401|so daß sie den Leuwenhoek nicht verwunden konnte. Pepusch erklärte dann laut,
achtgesichterambiwasse_0869|Die Schriftgelehrten der Bäume sind die Ameisen, die Libellen, die Bienen, die Vögel.
serapionsbruederauswahl_0480|daß ich auf allerlei sonderbare Gedanken geriet. – Irr' ich nicht, so dichtetest du damals ein seltsames Buch,
meisterfloh_0297|sowie die Spitzenärmel kurz genug waren und die weißen Glacéhandschuhe nur so weit hinaufgingen, um den schönsten Teil des blendenden
meisterfloh_3004|aber indem ihr in freveligem Beginnen die Bedingnisse jener Wunder bis in den innersten Keim zu erforschen euch abmühtet,
meisterfloh_0482|Schon auf der Treppe vernahm er Gezänk, das immer heftiger und heftiger wurde und endlich überging
meisterfloh_1653|»Verlange,« erwiderte Peregrinus, indem er die Kleine zärtlich umschlang, »verlange alles, mein süßes Leben, alles, was du willst,
meisterfloh_2609|vorausgesagt. Peregrinus stand nämlich auf, kleidete sich an und wollte, seinem Vorsatz getreu, zum Buchbinder Lämmerhirt
meisterfloh_2720|und wie er nur Freude an dem holden Kinde zu erleben hoffe. Was, setzte er hinzu, indem sein Gesicht sich in Wonne verklärte,
achtgesichterambiwasse_2051|und wie von fünftausend goldenen Lanzenspitzen und goldenen Heiligenscheinen bewegt.
achtgesichterambiwasse_1174|Omiyas kurzer Säbel blitzte und zerbrach dann wie ein Stück Glas und flog im Bogen in zwei Stücken über die Köpfe der Zuschauer in eine Seitenstraße.
achtgesichterambiwasse_1596|von Hasenauge selbst wie ein Kind immer mit ein paar Bissen gefüttert werden, und du bekommst aus einer Fingerhuttasse Tee
achtgesichterambiwasse_0238|Er ist erstaunt darüber und sagt: «Deine Herrin ist noch schwach von Trauer über ihren toten Papagei. Pflege deine Herrin;
achtgesichterambiwasse_1913|gekleidet in den drei anderen Jahreszeiten in luftige Seiden und Kreppstoffe
meisterfloh_0219|anfangs angedeutet. Zurückgezogen von aller Gesellschaft, lebte er mit seiner alten Aufwärterin in dem großen geräumigen Hause,
achtgesichterambiwasse_0816|warf Kiri sich hunderte Male steif wie ein Balken quer über die Bajonette und ließ seine Kameraden über seinen Rücken laufen.
meisterfloh_0712|Man kann denken, daß auf diese Weise Pepusch wenig aufgelegt war, hübschen Mädchen nachzulaufen;
serapionsbruederauswahl_0989|und vergaß alle Schrecken des Abgrundes, alle Beschwerden der mühseligen Arbeit. Es stand nun einmal fest in seiner Seele,
achtgesichterambiwasse_1169|An einer Straßenecke war der Polizist Omiya in dunkler, europäischer Uniform postiert.
achtgesichterambiwasse_2168|sagte die Blinde und lehnte den Kopf an das Altangeländer, von dem der kalte Schnee abbröckelte.
meisterfloh_1817|»Ich erbitte mir Ihren gütigen Rat,« lautet in Gedanken: »Er ist albern genug, zu glauben, daß ich wirklich in einer Sache,
serapionsbruederauswahl_0101|Endlich merkte dieser, jener den heillosen Spaß, man traute uns nicht mehr, doch geschah nicht, was wir wollten.
achtgesichterambiwasse_1949|einen Mann stehen, der sich, wie das die Japaner öfters tun, hier im Bogenschießen übte.
meisterfloh_1709|und nimmt ihre ganze Aufmerksamkeit in Beschlag. Wärst Du nicht so blöde, so weiberscheu, so möcht' ich Dich bitten,
meisterfloh_1365|die ihm überhaupt eigen, daß, verlange man von ihm zuvor den Nachweis seiner Anklage,
meisterfloh_2013|gab ein Pistol dem Peregrinus in die Hand und stellte sich mit dem andern in Positur, indem er rief: »Schieße, feige Memme!«
serapionsbruederauswahl_0634|allerlei schmucke Dirnen gesellten sich alsbald zu ihnen,
achtgesichterambiwasse_1205|Das Attentat ist mir mißlungen, und ich bin der Mörder Amagatas geblieben und der Mörder der Schulkinder von Ozu.
meisterfloh_2841|mögen auch finstre Geister über dich beschlossen haben, was sie wollen, ihre Macht scheitert, gebrochen an deinem frommen Wesen,
achtgesichterambiwasse_2366|als wären die Reisenden vom Alkohol betäubt und blau gedunsen, --
meisterfloh_0548|wie löblich es war, Euch Wünsche aus dem Sinn zu reden, deren Erfüllung nicht anders als verderblich sein konnte. – Pepusch!
serapionsbruederauswahl_0281|Ich fand ihn in seinem Gärtlein mit Hacke und Spaten arbeitend und ein andächtiges Lied singend.
meisterfloh_0132|die menschliche Natur, wie sie sich im Aufkeimen bald auf diese, bald auf jene Weise entwickelt, richtig aufzufassen,
meisterfloh_0391|lieber Peregrin, hier, hier in diesem Hause, ich bin ja deine Aline, ich wohne ja bei dir!
meisterfloh_0962|im Schweiß unseres Angesichts erringen mußten. Zu Staatsmännern,   Professoren und,
meisterfloh_0237|überhaupt, wie man zu sagen pflegt, die Honneurs der Tafel machen; sonst geschah alles wie bei den übrigen Festen. –
serapionsbruederauswahl_0424|Eben gestern sprach Ariost von den Gebilden seiner Phantasie und meinte, er habe im Innern Gestalten und Begebenheiten geschaffen,
meisterfloh_1643|und nicht etwa bloß, um der Tyrannei des Onkels zu entfliehen.« Die Silberfaden waren verschwunden,
achtgesichterambiwasse_1477|neben dem rot irisierenden Feuerschein hier in Katata schon einmal gesehen? Ich weiß gewiß, daß es in Katata war,
serapionsbruederauswahl_0741|labend, erquickend, soll ich hinaus – hinab in die schauerliche Höllentiefe und dem Maulwurf gleich wühlen und wühlen
achtgesichterambiwasse_0524|und die Ruderer und ein paar Diener deines Hauses.» «Aber ich höre viele Menschen auf dem See.»
achtgesichterambiwasse_0052|«Sind die drei Segelboote, die aus Yabase kamen, untergegangen?» Die Magd antwortete nicht,
meisterfloh_0551|»da Ihr, mein lieber Freund Pepusch, in der Geschichte wohl bewandert seid, so wißt Ihr ohne Zweifel, daß der König Sekakis viele Jahre hindurch
achtgesichterambiwasse_2356|gleich weißen Eisflächen glänzen. Auf die Öde und den Stillstand dieses Landes
meisterfloh_2605|oft knickt ihn ein daherziehendes Lüftchen. Welch eine Kluft liegt zwischen dem, was man will, und dem, das geschieht! –
meisterfloh_2018|Dieser starrte, ohne den Hut, der zur Erde gefallen, aufzuheben, den Freund an in tiefem Schweigen.
meisterfloh_1904|›Ja, du bist es, nun erst erkenne ich dich, ja, du bist es selbst!‹ –
meisterfloh_2125|Des andern Flugwerk schien nun auch zu stocken, er wollte sich keuchend und ganz außer Atem niederlassen; als er aber gewahrte, daß sein
meisterfloh_0598|und nur noch die wichtigsten Entdeckungen teilten sie sich aus alter eiserner Gewohnheit einander mit. –
meisterfloh_1740|über die beste Art, den Rheinlachs zu bereiten, verständigt habe? Ferner: ob er nicht selbst einsehe,
serapionsbruederauswahl_1495|daß sie verlassen, heimatslos nun nicht wisse wohin, und auf dem Schlosse zu bleiben doch der Anstand verbiete.
meisterfloh_2006|den ich selbst nicht weiß, erfahren, so müßt Ihr mit Leuwenhoek darüber sprechen, der alles herausgebracht hat
meisterfloh_0742|und gab mit vielem Geschick seinem Schauspiel eine andere Gestalt, der schönen Nichte aber die Hauptrolle. Der Flohbändiger hatte nämlich den glücklichen
achtgesichterambiwasse_1475|schüttelte den Kopf, hielt die Hand an die Stirn und dachte nach und meinte zu sich:
serapionsbruederauswahl_0694|daß seine Mutter schon vor drei Monaten gestorben, und daß er die paar Lumpen, die,
serapionsbruederauswahl_0011|Wahr ist es, und ich, Ottmar und Cyprian, wir alle fühlen es gewiß ebenso lebhaft als du,
meisterfloh_2031|als er niedergekniet sich über sie hinbeugte. Sowie Peregrinus die eiskalte Hand der Armen faßte,
meisterfloh_1916|daß die kleine Prinzeß in dem Wahne stehe, daß er, Herr Peregrinus Tyß, durchaus die Alte heiraten wolle,
achtgesichterambiwasse_0680|verzweifelt über seine Ohnmacht. «Binde den Strick am Bug des Schiffes fest und nimm deine Ruder und rudere!»
meisterfloh_1211|wie ihn Frau Aline beschrieben. Mit einer heitern, ja freudigen Miene, die ihm sonst ganz und gar nicht eigen,
meisterfloh_2153|Sowie nun der schöne Geist von hinnen war, hatte Monsieur Egel sogleich wieder die solide schlichte Gestalt angenommen,
achtgesichterambiwasse_1466|Das Boot des Malers trieb im Abend an den Strand von Katata. «O, unglücklicher Ort», sagte Oizo.
meisterfloh_2638|sie auch in Zindel gekleidet gewesen; warum er gerade den Zindel bedrohlich fand, wußte er selbst nicht; aber die Gedanken von
meisterfloh_0711|ja oft ungerecht gegen alles, was ihn umgab.
meisterfloh_0451|Famagusta. Ungeschicklichkeit des Genius Thetel und merkwürdige mikroskopische Versuche und Belustigungen.
achtgesichterambiwasse_1662|Da ging über der Königin Gesicht ein zuckender Schreck; sie sah an sich herab und wußte nicht, wer sie verwandelt hätte,
meisterfloh_2004|Doch Ihr, Ihr, Herr Peregrinus, seid die Hauptperson,
meisterfloh_2567|so lange zu Boden gesenkt, auf, glotzte den Peregrinus mächtig an und lächelte wie die Fuchsschlauheit selbst.
meisterfloh_2933|vergebens war die Liebesverzweiflung der Distel Zeherit; doch auch ohnmächtig
serapionsbruederauswahl_0338|erlauben Sie, daß ich Ihnen jetzt einige Worte erwidere. –
meisterfloh_2150|»Du tückischer Satanswurm sollst den Schnabel des Gänserichts fühlen!« und wollte von neuem in voller Furie auf den Douanier los;
meisterfloh_0261|wie ein düstres Grabmal, in dem er selbst mit allen seinen Freuden begraben.
meisterfloh_2632|wild zur Türe hinaus. Die Kleine, wiederum in das fabelhafte verführerische Gewand von Silberzindel gekleidet,
meisterfloh_0897|führt, weil er in allen Dingen des Lebens zur Meisterschaft gelangt sein muß, wirklich den Namen: Meister! –
serapionsbruederauswahl_1602|Man brachte ihn zurück zur Abbüßung seiner Strafe. Der Ohnmacht nahe, sank Aurelie zurück in den Lehnsessel,
achtgesichterambiwasse_2156|saß sie in einer feuerrot durchflammten Dunkelheit, als wäre sie mitten im Abendrot von Seta,
achtgesichterambiwasse_0907|und er schlief ein mit dem Bewußtsein, daß dieser Baum zu ihm allein nach China und sonst zu keinem andern gesendet war.
achtgesichterambiwasse_2526|Neulich sagtest du noch, daß das Liebesglück ein Zuviel im Blut haben müsse, einen Überschwang.
achtgesichterambiwasse_0916|«Wenn ich dich nicht lesen kann, so sprich!» schrie er den Baum ungeduldig an, als die Sonne zum letzten Male aufleuchtete und den Stamm rot bestrich.
meisterfloh_1672|früheren Jünglingsjahren ein Tagebuch gehalten; in diesem Tagebuch gab es nun aber eine Menge verfänglicher Stellen, die rücksichts der
meisterfloh_1045|Damit streckte Herr Peregrinus seinen Arm weit aus über die Bettdecke. »Nun,« sprach der kleine Unsichtbare,
meisterfloh_1988|Meister Floh schlug bei diesen Worten des Herrn Peregrinus Tyß ein ebenso feines als höhnisches Gelächter auf. »Armer,«
meisterfloh_2896|»Halt!« rief er, »halt, Verehrtester! beginnt kein unnützes Zeug! Eher würdet Ihr ein Sonnenstäubchen vernichten,
achtgesichterambiwasse_2542|Die Männerhände und das sich türmende Wasser hoben sie wie mit Hebeln über tausend Hindernisse,
meisterfloh_2575|und gegen den blutgierigen Bartkratzer. Den Peregrinus durchfuhren eiskalte Schauer, als er aus Swammerdamms
meisterfloh_1972|oder gar die geistige Vernunftmasse nach der körperlichen Extension abmessen wollen. Ich glaube,
meisterfloh_0337|namenlose Weh eines unaussprechlichen Verlangens regen, das er noch nicht gekannt! Dann kam ihm
serapionsbruederauswahl_0912|Elis folgte unwillkürlich und blieb an der Schwelle stehen, so daß er den ganzen geräumigen Flur übersehen konnte,
achtgesichterambiwasse_1343|Die Maler und der Maler Oizo studierten inzwischen die Fische, die in Rudeln im klaren Wasser stehen, und Bäume am Ufer, welche wie Schriftzeichen ins Wasser tauchen und sich in der Wasserspiegelung krümmen,
achtgesichterambiwasse_2576|und ihren Dampfer zum Sinken gebracht hatte. Unter den Ertrunkenen, die ringsum aus der glatten See gefischt wurden,
